SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
5.2,24.47,72512,21,23,cbr,1500,-------,26,2782,9108,13662000,switch1,router,68.740886,68.743046,68.753166,0.00216,1016.522962,1524780,1500,0.130291,0.03564,68.730286,68.765926,1,9.959955,UDP-Flood
13.2,24.55,44302,13,22,cbr,1500,-------,34,1694,9108,13662000,client-13,switch2,42.252571,42.252811,42.262931,0.00024,1016.443439,1524670,1500,0.130291,0.0336,42.252571,42.286171,1,9.960656,UDP-Flood
0.2,24.42,46904,23,24,cbr,1500,-------,21,1797,9108,13662000,router,server1,44.761469,44.763269,44.773389,0.0018,1016.54917,1524820,1500,0.130291,0.03396,44.739429,44.773389,1,9.959724,UDP-Flood
9.2,24.51,31872,21,23,cbr,1500,-------,30,1221,9108,13662000,switch1,router,30.70648,30.7084,30.71852,0.00192,1016.496869,1524750,1500,0.130291,0.03492,30.696,30.73092,1,9.960185,UDP-Flood
15.2,24.57,7902,15,22,cbr,1500,-------,36,286,8655,12982500,client-15,switch2,8.320429,8.320549,8.330669,0.00012,962.684973,1444030,1500,0.123811,0.032986,8.320429,8.353415,1,9.99048,UDP-Flood
3,24.3,12899,21,23,tcp,7051,-------,0,-1,210,1480710,switch1,router,13.015243,13.025728,13.040971,0.010485,23.16168,163313.002526,7051,0.014121,0.0667,13,13.0667,0,9.0667,HTTP-FLOOD
14.2,24.56,3495,14,22,cbr,1500,-------,35,135,9108,13662000,client-14,switch2,4.218286,4.218646,4.228766,0.00036,1016.4372,1524660,1500,0.130291,0.03528,4.218286,4.253566,1,9.960711,UDP-Flood
19.2,24.61,59117,19,22,cbr,1500,-------,40,2262,9108,13662000,client-19,switch2,56.149714,56.149714,56.159834,0,1016.418257,1524630,1500,0.130291,0.03168,56.149714,56.181394,1,9.960878,UDP-Flood
20,25,70248,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,66.627693,66.627693,66.637696,0,94.7212,5209.67,55,0.003716,0.071283,66.597053,66.668336,1.201267,75.999728,SIDDOS
4.2,24.46,64467,21,23,cbr,192,-------,25,2724,10050,1929600,switch1,router,61.161353,61.161457,61.171473,0.000104,1118.27935,214710,192,0.018402,0.030736,61.150857,61.181593,1,9.987021,UDP-Flood
5.2,24.47,40030,21,23,cbr,1500,-------,26,1530,9108,13662000,switch1,router,38.312977,38.313217,38.323337,0.00024,1016.522962,1524780,1500,0.130291,0.03084,38.302857,38.333697,1,9.959955,UDP-Flood
14.2,24.56,28735,22,23,cbr,1500,-------,35,1098,9108,13662000,switch2,router,27.780406,27.780646,27.790766,0.00024,1016.4372,1524660,1500,0.130291,0.03096,27.770286,27.801246,1,9.960711,UDP-Flood
24.7,7,307771,23,21,ack,55,-------,8,9260,16090,884950,Router,Switch1,29.244459,29.244459,29.254462,0,328.167767,18049.2,55,0.00844,0,29.234456,29.264466,1.030051,50.059851,UDP-Flood
4.2,24.46,55327,21,23,cbr,1500,-------,25,2330,10050,15075000,switch1,router,52.536406,52.536406,52.546526,0,1118.27935,1677420,1500,0.143766,0.03036,52.526286,52.556646,1,9.987021,UDP-Flood
20,25,57704,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,54.892435,54.892435,54.923075,0,94.7212,5209.67,55,0.003716,0.071284,54.851791,54.923075,1.201267,75.999728,SIDDOS
4.2,24.46,12197,21,23,cbr,1500,-------,25,515,10050,15075000,switch1,router,12.398977,12.398977,12.409097,0,1118.27935,1677420,1500,0.143766,0.03036,12.388857,12.419217,1,9.987021,UDP-Flood
0.2,24.42,58259,0,21,cbr,692,-------,21,2237,9108,6302740,client-0,switch1,55.418286,55.418886,55.428941,0.0006,1016.54917,703452,692,0.060108,0.036295,55.418286,55.454581,1,9.959724,UDP-Flood
3.2,24.45,47134,21,23,cbr,1500,-------,24,1710,8655,12982500,switch1,router,44.932691,44.932811,44.942931,0.00012,962.684973,1444030,1500,0.123811,0.0306,44.922571,44.953171,1,9.99048,UDP-Flood
14.2,24.56,25732,22,23,cbr,1500,-------,35,987,9108,13662000,switch2,router,25.001337,25.003377,25.013497,0.00204,1016.4372,1524660,1500,0.130291,0.03528,24.990857,25.026137,1,9.960711,UDP-Flood
4.2,24.46,38688,21,23,cbr,1500,-------,25,1630,10050,15075000,switch1,router,37.056406,37.062428,37.072548,0.006022,1118.27935,1677420,1500,0.143766,0.08869,37.046286,37.134976,1,9.987021,UDP-Flood
12.2,24.54,66168,12,22,cbr,1500,-------,33,2406,8655,12982500,client-12,switch2,62.774143,62.774263,62.784383,0.00012,962.684973,1444030,1500,0.123811,0.03168,62.774143,62.805823,1,9.99048,UDP-Flood
12.2,24.54,64364,22,23,cbr,1500,-------,33,2341,8655,12982500,switch2,router,61.114811,61.115291,61.125411,0.00048,962.684973,1444030,1500,0.123811,0.038294,61.104571,61.142865,1,9.99048,UDP-Flood
8.2,24.5,46780,21,23,cbr,1500,-------,29,1789,9108,13662000,switch1,router,44.603383,44.604223,44.614343,0.00084,1016.516723,1524780,1500,0.130291,0.03228,44.593143,44.625423,1,9.96001,UDP-Flood
24.8,8,197731,23,21,ack,55,-------,9,6156,16088,884840,Router,Switch1,19.84283,19.84283,19.852834,0,328.113525,18046.2,55,0.008438,0,19.832827,19.862837,1.030054,50.061864,UDP-Flood
20,25,68529,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,65.023981,65.062428,65.072431,0.038447,94.7212,5209.67,55,0.003716,0.10973,64.993341,65.103071,1.201267,75.999728,SIDDOS
19.2,24.61,76062,22,23,cbr,1500,-------,40,2920,9108,13662000,switch2,router,72.105457,72.108457,72.118577,0.003,1016.418257,1524630,1500,0.130291,0.037357,72.094857,72.132214,1,9.960878,UDP-Flood
0.2,24.42,41261,21,23,cbr,692,-------,21,1583,9108,6302740,switch1,router,39.483798,39.486263,39.496318,0.002465,1016.54917,703452,692,0.060108,0.036295,39.473143,39.509438,1,9.959724,UDP-Flood
7.2,24.49,12335,21,23,cbr,1500,-------,28,497,9588,14382000,switch1,router,12.506811,12.507051,12.517171,0.00024,1066.08599,1599130,1500,0.137157,0.03072,12.496571,12.527291,1,9.993646,UDP-Flood
10.2,24.52,36964,22,23,cbr,1192,-------,31,1344,8655,10316800,switch2,router,35.429433,35.430897,35.440993,0.001464,962.684973,1147520,1192,0.098389,0.033406,35.418857,35.452263,1,9.99048,UDP-Flood
0.2,24.42,12829,23,24,cbr,1500,-------,21,492,9108,13662000,router,server1,13.015669,13.015669,13.025789,0,1016.54917,1524820,1500,0.130291,0.03036,12.995429,13.025789,1,9.959724,UDP-Flood
3.2,24.45,49657,23,24,cbr,1500,-------,24,1801,8655,12982500,router,server1,47.254886,47.255246,47.265366,0.00036,962.684973,1444030,1500,0.123811,0.03108,47.234286,47.265366,1,9.99048,UDP-Flood
10.2,24.52,2752,22,23,cbr,1192,-------,31,104,8655,10316800,switch2,router,3.579147,3.580611,3.590707,0.001464,962.684973,1147520,1192,0.098389,0.033407,3.568571,3.601978,1,9.99048,UDP-Flood
5.2,24.47,30436,23,24,cbr,1500,-------,26,1165,9108,13662000,router,server1,29.400509,29.401349,29.411469,0.00084,1016.522962,1524780,1500,0.130291,0.03204,29.379429,29.411469,1,9.959955,UDP-Flood
20,25,57942,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,55.132051,55.132051,55.162691,0,94.7212,5209.67,55,0.003716,0.071284,55.091407,55.162691,1.201267,75.999728,SIDDOS
3.2,24.45,52662,23,24,cbr,1500,-------,24,1911,8655,12982500,router,server1,50.080314,50.137206,50.147326,0.056892,962.684973,1444030,1500,0.123811,0.087612,50.059714,50.147326,1,9.99048,UDP-Flood
11.2,24.53,71144,23,24,cbr,692,-------,32,2729,9108,6302740,router,server1,67.43749,67.440831,67.450886,0.003341,1016.449678,703384,692,0.060108,0.037172,67.413714,67.450886,1,9.960601,UDP-Flood
13.2,24.55,37526,23,24,cbr,1500,-------,34,1435,9108,13662000,router,server1,35.983366,35.984326,35.994446,0.00096,1016.443439,1524670,1500,0.130291,0.03216,35.962286,35.994446,1,9.960656,UDP-Flood
19.2,24.61,23921,19,22,cbr,692,-------,40,917,9108,6302740,client-19,switch2,23.235429,23.236029,23.246084,0.0006,1016.418257,703362,692,0.060108,0.037449,23.235429,23.272878,1,9.960878,UDP-Flood
14.2,24.56,18697,23,24,cbr,1500,-------,35,714,9108,13662000,router,server1,18.42848,18.42884,18.43896,0.00036,1016.4372,1524660,1500,0.130291,0.03096,18.408,18.43896,1,9.960711,UDP-Flood
11,24.12,70681,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,67.015243,67.020486,67.035728,0.005243,23.175081,1518780,65535.2,0.131248,0.061457,67,67.061457,0,9.061457,Smurf
10.2,24.52,62875,23,24,cbr,1500,-------,31,2286,8655,12982500,router,server1,59.712577,59.713177,59.723297,0.0006,962.684973,1444030,1500,0.123811,0.03144,59.691857,59.723297,1,9.99048,UDP-Flood
7,24.7,31122,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,30.015243,30.0467,30.061942,0.031457,23.055028,1510920,65535.2,0.131248,0.108642,30,30.108642,0,9.108642,Smurf
13.2,24.55,50388,22,23,cbr,692,-------,34,1931,9108,6302740,switch2,router,47.96837,47.97149,47.981545,0.00312,1016.443439,703379,692,0.060108,0.037228,47.957714,47.994942,1,9.960656,UDP-Flood
6.2,24.48,48751,23,24,cbr,1500,-------,27,1962,9588,14382000,router,server1,46.45072,46.45072,46.46084,0,1066.08599,1599130,1500,0.137157,0.03084,46.43,46.46084,1,9.993646,UDP-Flood
15.2,24.57,40623,22,23,cbr,1500,-------,36,1476,8655,12982500,switch2,router,38.896669,38.897269,38.907389,0.0006,962.684973,1444030,1500,0.123811,0.03192,38.886429,38.918349,1,9.99048,UDP-Flood
12.2,24.54,43708,23,24,cbr,1500,-------,33,1585,8655,12982500,router,server1,41.732217,41.732457,41.742577,0.00024,962.684973,1444030,1500,0.123811,0.03072,41.711857,41.742577,1,9.99048,UDP-Flood
4.2,24.46,67471,4,21,cbr,192,-------,25,2854,10050,1929600,client-4,switch1,64.025714,64.026194,64.03621,0.00048,1118.27935,214710,192,0.018402,0.109637,64.025714,64.135351,1,9.987021,UDP-Flood
7.2,24.49,25789,21,23,cbr,692,-------,28,1039,9588,6634900,switch1,router,25.023415,25.063203,25.073259,0.039788,1066.08599,737732,692,0.063275,0.122687,25.013,25.135687,1,9.993646,UDP-Flood
18.2,24.6,38078,23,24,cbr,1192,-------,39,1384,8655,10316800,router,server1,36.468707,36.469883,36.479978,0.001176,962.684973,1147520,1192,0.098389,0.033692,36.446286,36.479978,1,9.99048,UDP-Flood
6,24.6,59970,6,21,tcp,2532,-------,0,-1,210,531720,client-6,switch1,57,57,57.015243,0,23.0816,58442.611888,2532,0.005071,0.098156,57,57.098156,0,9.098156,HTTP-FLOOD
24.4,4,275105,24,23,ack,55,-------,5,8441,16091,885005,server1,Router,26.728072,26.728072,26.738075,0,328.218006,18052,55,0.00844,0,26.728072,26.758082,1.030035,50.055377,Smurf
18.2,24.6,38892,23,24,cbr,1500,-------,39,1413,8655,12982500,router,server1,37.238897,37.240048,37.250168,0.001151,962.684973,1444030,1500,0.123811,0.033311,37.216857,37.250168,1,9.99048,UDP-Flood
3.2,24.45,37096,21,23,cbr,1192,-------,24,1349,8655,10316800,switch1,router,35.557861,35.558461,35.568556,0.0006,962.684973,1147520,1192,0.098389,0.03247,35.547286,35.579756,1,9.99048,UDP-Flood
14.2,24.56,4087,14,22,cbr,1500,-------,35,160,9108,13662000,client-14,switch2,4.803429,4.803909,4.814029,0.00048,1016.4372,1524660,1500,0.130291,0.036701,4.803429,4.84013,1,9.960711,UDP-Flood
12.2,24.54,73701,23,24,cbr,1500,-------,33,2680,8655,12982500,router,server1,69.858074,69.858314,69.868434,0.00024,962.684973,1444030,1500,0.123811,0.03072,69.837714,69.868434,1,9.99048,UDP-Flood
8.2,24.5,66601,8,21,cbr,1500,-------,29,2550,9108,13662000,client-8,switch1,63.171429,63.171429,63.181549,0,1016.516723,1524780,1500,0.130291,0.03108,63.171429,63.202509,1,9.96001,UDP-Flood
3.2,24.45,674,3,21,cbr,1500,-------,24,28,8655,12982500,client-3,switch1,1.642143,1.642503,1.652623,0.00036,962.684973,1444030,1500,0.123811,0.03204,1.642143,1.674183,1,9.99048,UDP-Flood
17.2,24.59,49643,23,24,cbr,692,-------,38,1901,9108,6302740,router,server1,47.250283,47.253624,47.263679,0.003341,1016.424609,703366,692,0.060108,0.037393,47.226286,47.263679,1,9.960822,UDP-Flood
8.2,24.5,40650,8,21,cbr,1500,-------,29,1554,9108,13662000,client-8,switch1,38.888,38.888,38.89812,0,1016.516723,1524780,1500,0.130291,0.032315,38.888,38.920315,1,9.96001,UDP-Flood
11.2,24.53,51185,11,22,cbr,1500,-------,32,1957,9108,13662000,client-11,switch2,48.689143,48.689263,48.699383,0.00012,1016.449678,1524670,1500,0.130291,0.03192,48.689143,48.721063,1,9.960601,UDP-Flood
6.2,24.48,65425,21,23,cbr,1500,-------,27,2637,9588,14382000,switch1,router,62.108954,62.109074,62.119194,0.00012,1066.08599,1599130,1500,0.137157,0.053077,62.098714,62.151791,1,9.993646,UDP-Flood
7.2,24.49,13274,7,21,cbr,1500,-------,28,533,9588,14382000,client-7,switch1,13.331,13.33112,13.34124,0.00012,1066.08599,1599130,1500,0.137157,0.032315,13.331,13.363315,1,9.993646,UDP-Flood
0.2,24.42,45218,21,23,cbr,1500,-------,21,1728,9108,13662000,switch1,router,43.140406,43.140406,43.150526,0,1016.54917,1524820,1500,0.130291,0.03036,43.130286,43.160646,1,9.959724,UDP-Flood
7.2,24.49,53017,23,24,cbr,692,-------,28,2135,9588,6634900,router,server1,50.437665,50.43773,50.447785,0.000065,1066.08599,737732,692,0.063275,0.031071,50.416714,50.447785,1,9.993646,UDP-Flood
10.2,24.52,51264,10,22,cbr,1500,-------,31,1862,8655,12982500,client-10,switch2,48.775429,48.775669,48.785789,0.00024,962.684973,1444030,1500,0.123811,0.032375,48.775429,48.807804,1,9.99048,UDP-Flood
17.2,24.59,69738,17,22,cbr,1500,-------,38,2673,9108,13662000,client-17,switch2,66.097143,66.097503,66.107623,0.00036,1016.424609,1524640,1500,0.130291,0.049802,66.097143,66.146945,1,9.960822,UDP-Flood
20,25,79210,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.876928,75.876928,75.907568,0,94.7212,5209.67,55,0.003716,0.071283,75.836285,75.907568,1.201267,75.999728,SIDDOS
12.2,24.54,8537,23,24,cbr,1500,-------,33,312,8655,12982500,router,server1,8.983891,8.985042,8.995162,0.001151,962.684973,1444030,1500,0.123811,0.032591,8.962571,8.995162,1,9.99048,UDP-Flood
6,24.6,92842,21,23,tcp,1540,-------,7,2895,16091,24780100,Switch1,Router,9.965227,9.965227,9.97535,0,328.192835,505416,1540,0.236321,0,9.955104,9.985474,1,50.029102,UDP-Flood
13.2,24.55,31882,13,22,cbr,1500,-------,34,1219,9108,13662000,client-13,switch2,30.696,30.69612,30.70624,0.00012,1016.443439,1524670,1500,0.130291,0.03216,30.696,30.72816,1,9.960656,UDP-Flood
0.2,24.42,36868,23,24,cbr,692,-------,21,1415,9108,6302740,router,server1,35.400318,35.403383,35.413438,0.003065,1016.54917,703452,692,0.060108,0.036295,35.377143,35.413438,1,9.959724,UDP-Flood
6,24.6,42926,21,23,tcp,6088,-------,0,-1,210,1278480,switch1,router,41.015243,41.041457,41.0567,0.026214,23.0816,140520.782453,6088,0.012193,0.098156,41,41.098156,0,9.098156,HTTP-FLOOD
2.2,24.44,25207,21,23,cbr,1192,-------,23,919,8655,10316800,switch1,router,24.513004,24.513509,24.523604,0.000505,962.684973,1147520,1192,0.098389,0.032255,24.502429,24.534684,1,9.99048,UDP-Flood
18.2,24.6,37258,22,23,cbr,1500,-------,39,1351,8655,12982500,switch2,router,35.685954,35.686674,35.696794,0.00072,962.684973,1444030,1500,0.123811,0.03384,35.675714,35.709554,1,9.99048,UDP-Flood
2.1,24.22,283328,23,24,cbr,1000,-------,23,295,6250,6250000,Router,server1,27.380389,27.380672,27.390752,0.000283,124.943625,124944,1000,0.059605,0.000512,27.36,27.390752,25,75.02256,Smurf
4.2,24.46,35234,21,23,cbr,1500,-------,25,1488,10050,15075000,switch1,router,33.850194,33.850194,33.860314,0,1118.27935,1677420,1500,0.143766,0.03072,33.839714,33.870434,1,9.987021,UDP-Flood
13.2,24.55,62973,22,23,cbr,692,-------,34,2417,9108,6302740,switch2,router,59.817513,59.820633,59.830688,0.00312,1016.443439,703379,692,0.060108,0.037228,59.806857,59.844085,1,9.960656,UDP-Flood
24.13,13,372091,24,23,ack,55,-------,14,10887,16103,885665,server1,Router,34.168671,34.168671,34.178674,0,328.460278,18065.3,55,0.008446,0,34.168671,34.198681,1.030032,50.055747,UDP-Flood
8,24.8,543194,8,21,tcp,1540,-------,9,15200,16088,24775500,clien-8,Switch1,47.294051,47.294051,47.304174,0,328.11323,505294,1540,0.236278,0,47.294051,47.324421,1,50.031854,UDP-Flood
18.2,24.6,30050,22,23,cbr,1500,-------,39,1092,8655,12982500,switch2,router,29.007789,29.008869,29.018989,0.00108,962.684973,1444030,1500,0.123811,0.03283,28.997429,29.030259,1,9.99048,UDP-Flood
0.2,24.42,7816,0,21,cbr,1500,-------,21,303,9108,13662000,client-0,switch1,8.314286,8.314646,8.324766,0.00036,1016.54917,1524820,1500,0.130291,0.03396,8.314286,8.348246,1,9.959724,UDP-Flood
5.2,24.47,2004,23,24,cbr,1500,-------,26,82,9108,13662000,router,server1,2.924594,2.927234,2.937354,0.00264,1016.522962,1524780,1500,0.130291,0.03564,2.901714,2.937354,1,9.959955,UDP-Flood
3.2,24.45,43555,23,24,cbr,1500,-------,24,1582,8655,12982500,router,server1,41.604269,41.604869,41.614989,0.0006,962.684973,1444030,1500,0.123811,0.03156,41.583429,41.614989,1,9.99048,UDP-Flood
16.2,24.58,13994,22,23,cbr,1500,-------,37,534,9108,13662000,switch2,router,14.029549,14.068031,14.078151,0.038482,1016.430848,1524650,1500,0.130291,0.124922,14.019429,14.144351,1,9.960767,UDP-Flood
7.2,24.49,2716,23,24,cbr,1500,-------,28,109,9588,14382000,router,server1,3.523886,3.523886,3.534006,0,1066.08599,1599130,1500,0.137157,0.03072,3.503286,3.534006,1,9.993646,UDP-Flood
17.2,24.59,3794,17,22,cbr,1500,-------,38,145,9108,13662000,client-17,switch2,4.510857,4.510977,4.521097,0.00012,1016.424609,1524640,1500,0.130291,0.03288,4.510857,4.543737,1,9.960822,UDP-Flood
8.2,24.5,23875,21,23,cbr,1500,-------,29,913,9108,13662000,switch1,router,23.245669,23.246509,23.256629,0.00084,1016.516723,1524780,1500,0.130291,0.03228,23.235429,23.267709,1,9.96001,UDP-Flood
0.2,24.42,50350,21,23,cbr,1500,-------,21,1929,9108,13662000,switch1,router,47.968194,47.969634,47.979754,0.00144,1016.54917,1524820,1500,0.130291,0.03396,47.957714,47.991674,1,9.959724,UDP-Flood
24.13,13,82349,24,23,ack,55,-------,14,2569,16103,885665,server1,Router,8.967898,8.967898,8.977901,0,328.460278,18065.3,55,0.008446,0,8.967898,8.997907,1.030032,50.055747,UDP-Flood
5.2,24.47,9257,21,23,cbr,1500,-------,26,356,9108,13662000,switch1,router,9.641217,9.642417,9.652537,0.0012,1016.522962,1524780,1500,0.130291,0.03324,9.630857,9.664097,1,9.959955,UDP-Flood
18.2,24.6,21649,18,22,cbr,1500,-------,39,787,8655,12982500,client-18,switch2,21.163286,21.163526,21.173646,0.00024,962.684973,1444030,1500,0.123811,0.03283,21.163286,21.196116,1,9.99048,UDP-Flood
9.2,24.51,43631,21,23,cbr,1500,-------,30,1671,9108,13662000,switch1,router,41.677909,41.679829,41.689949,0.00192,1016.496869,1524750,1500,0.130291,0.03492,41.667429,41.702349,1,9.960185,UDP-Flood
2.2,24.44,40534,23,24,cbr,1500,-------,23,1473,8655,12982500,router,server1,38.77896,38.77968,38.7898,0.00072,962.684973,1444030,1500,0.123811,0.0318,38.758,38.7898,1,9.99048,UDP-Flood
14.2,24.56,73786,23,24,cbr,1500,-------,35,2828,9108,13662000,router,server1,69.922491,69.924291,69.934411,0.0018,1016.4372,1524660,1500,0.130291,0.03384,69.900571,69.934411,1,9.960711,UDP-Flood
7.2,24.49,63567,23,24,cbr,1500,-------,28,2560,9588,14382000,router,server1,60.357503,60.357812,60.367932,0.000309,1066.08599,1599130,1500,0.137157,0.030789,60.337143,60.367932,1,9.993646,UDP-Flood
17.2,24.59,13834,22,23,cbr,1500,-------,38,530,9108,13662000,switch2,router,13.883503,13.885183,13.895303,0.00168,1016.424609,1524640,1500,0.130291,0.03432,13.873143,13.907463,1,9.960822,UDP-Flood
11.2,24.53,51477,23,24,cbr,1500,-------,32,1971,9108,13662000,router,server1,49.004114,49.006394,49.016514,0.00228,1016.449678,1524670,1500,0.130291,0.0348,48.981714,49.016514,1,9.960601,UDP-Flood
19.2,24.61,6149,22,23,cbr,1500,-------,40,236,9108,13662000,switch2,router,6.715503,6.717303,6.727423,0.0018,1016.418257,1524630,1500,0.130291,0.03456,6.705143,6.739703,1,9.960878,UDP-Flood
5.2,24.47,12228,21,23,cbr,1500,-------,26,469,9108,13662000,switch1,router,12.420526,12.421246,12.431366,0.00072,1016.522962,1524780,1500,0.130291,0.03204,12.410286,12.442326,1,9.959955,UDP-Flood
18.2,24.6,68680,18,22,cbr,1500,-------,39,2495,8655,12982500,client-18,switch2,65.085857,65.085857,65.095977,0,962.684973,1444030,1500,0.123811,0.063737,65.085857,65.149594,1,9.99048,UDP-Flood
6.1,24.26,626599,23,24,cbr,1000,-------,27,5506,6250,6250000,Router,server1,69.06864,69.06912,69.0792,0.00048,124.942027,124942,1000,0.059605,0.00096,69.048,69.0792,25,75.0232,Smurf
11.2,24.53,48989,11,22,cbr,1500,-------,32,1876,9108,13662000,client-11,switch2,46.641143,46.641623,46.651743,0.00048,1016.449678,1524670,1500,0.130291,0.03624,46.641143,46.677383,1,9.960601,UDP-Flood
14.2,24.56,27790,22,23,cbr,1500,-------,35,1065,9108,13662000,switch2,router,26.903051,26.905091,26.915211,0.00204,1016.4372,1524660,1500,0.130291,0.03528,26.892571,26.927851,1,9.960711,UDP-Flood
11,24.11,447772,22,23,tcp,1540,-------,12,12803,16103,24798600,Switch2,Router,39.985487,39.985487,39.99561,0,328.522879,505925,1540,0.236498,0,39.975363,40.005733,1,50.016373,UDP-Flood
8.2,24.5,66888,21,23,cbr,1500,-------,29,2564,9108,13662000,switch1,router,63.47436,63.47568,63.4858,0.00132,1016.516723,1524780,1500,0.130291,0.03348,63.464,63.49748,1,9.96001,UDP-Flood
9.2,24.51,9895,23,24,cbr,1500,-------,30,382,9108,13662000,router,server1,10.23912,10.242,10.25212,0.00288,1016.496869,1524750,1500,0.130291,0.03612,10.216,10.25212,1,9.960185,UDP-Flood
7,24.7,124263,21,23,tcp,1540,-------,8,3873,16090,24778600,Switch1,Router,12.926026,12.926026,12.936149,0,328.167486,505378,1540,0.236307,0,12.915902,12.946272,1,50.029842,UDP-Flood
17.2,24.59,17133,23,24,cbr,1500,-------,38,658,9108,13662000,router,server1,16.968743,16.97214,16.98226,0.003397,1016.424609,1524640,1500,0.130291,0.037117,16.945143,16.98226,1,9.960822,UDP-Flood
0.2,24.42,78742,0,21,cbr,1500,-------,21,3027,9108,13662000,client-0,switch1,74.728,74.72836,74.73848,0.00036,1016.54917,1524820,1500,0.130291,0.03396,74.728,74.76196,1,9.959724,UDP-Flood
15.2,24.57,68081,15,22,cbr,1500,-------,36,2476,8655,12982500,client-15,switch2,64.572143,64.572263,64.582383,0.00012,962.684973,1444030,1500,0.123811,0.03192,64.572143,64.604063,1,9.99048,UDP-Flood
12.2,24.54,29266,12,22,cbr,1192,-------,33,1064,8655,10316800,client-12,switch2,28.226857,28.227337,28.237433,0.00048,962.684973,1147520,1192,0.098389,0.033502,28.226857,28.260359,1,9.99048,UDP-Flood
12.2,24.54,26461,23,24,cbr,1192,-------,33,964,8655,10316800,router,server1,25.680516,25.681692,25.691787,0.001176,962.684973,1147520,1192,0.098389,0.033501,25.658286,25.691787,1,9.99048,UDP-Flood
9.2,24.51,44437,23,24,cbr,1500,-------,30,1699,9108,13662000,router,server1,42.420177,42.421257,42.431377,0.00108,1016.496869,1524750,1500,0.130291,0.03252,42.398857,42.431377,1,9.960185,UDP-Flood
11.2,24.53,74212,11,22,cbr,692,-------,32,2849,9108,6302740,client-11,switch2,70.339429,70.340029,70.350084,0.0006,1016.449678,703384,692,0.060108,0.037172,70.339429,70.376601,1,9.960601,UDP-Flood
1.2,24.43,57794,23,24,cbr,692,-------,22,2219,9108,6302740,router,server1,55.002659,55.005724,55.015779,0.003065,1016.54293,703448,692,0.060108,0.03635,54.979429,55.015779,1,9.959779,UDP-Flood
11.2,24.53,33603,22,23,cbr,1500,-------,32,1286,9108,13662000,switch2,router,32.315503,32.316703,32.326823,0.0012,1016.449678,1524670,1500,0.130291,0.03336,32.305143,32.338503,1,9.960601,UDP-Flood
9.2,24.51,51320,9,21,cbr,1500,-------,30,1963,9108,13662000,client-9,switch1,48.835429,48.835549,48.845669,0.00012,1016.496869,1524750,1500,0.130291,0.03252,48.835429,48.867949,1,9.960185,UDP-Flood
1,24.1,73740,1,21,tcp,1540,-------,2,2308,16091,24780100,clien-1,Switch1,8.156171,8.156171,8.166294,0,328.297855,505578,1540,0.236321,0,8.156171,8.186541,1,50.013418,Smurf
10,24.11,71769,10,22,ping,65535,-------,0,-1,210,13762400,client-10,switch2,68,68,68.015243,0,23.20193,1520540,65535.2,0.131248,0.050971,68,68.050971,0,9.050971,Smurf
9.2,24.51,9729,23,24,cbr,1500,-------,30,372,9108,13662000,router,server1,10.090434,10.131554,10.141674,0.04112,1016.496869,1524750,1500,0.130291,0.07196,10.069714,10.141674,1,9.960185,UDP-Flood
14.2,24.56,5516,23,24,cbr,692,-------,35,215,9108,6302740,router,server1,6.143886,6.147228,6.157283,0.003342,1016.4372,703375,692,0.060108,0.037283,6.12,6.157283,1,9.960711,UDP-Flood
6.2,24.48,6227,21,23,cbr,1500,-------,27,254,9588,14382000,switch1,router,6.85136,6.8516,6.86172,0.00024,1066.08599,1599130,1500,0.137157,0.03084,6.841,6.87184,1,9.993646,UDP-Flood
2,24.2,156845,23,24,tcp,1540,-------,3,4895,16091,24780100,Router,server1,16.001443,16.001443,16.011566,0,328.26404,505526,1540,0.236321,0,15.981197,16.011566,1,50.018467,UDP-Flood
7.2,24.49,78669,23,24,cbr,1500,-------,28,3178,9588,14382000,router,server1,74.635983,74.635983,74.646103,0,1066.08599,1599130,1500,0.137157,0.03096,74.615143,74.646103,1,9.993646,UDP-Flood
19.2,24.61,53093,23,24,cbr,1500,-------,40,2032,9108,13662000,router,server1,50.468771,50.472768,50.482888,0.003997,1016.418257,1524630,1500,0.130291,0.038317,50.444571,50.482888,1,9.960878,UDP-Flood
0,24,65721,0,21,tcp,1540,-------,1,2053,16091,24780100,clien-0,Switch1,7.400328,7.400328,7.410451,0,328.316229,505606,1540,0.236321,0,7.400328,7.430698,1,50.010675,Smurf
